label,TEXT
toxic,高中就堕胎过的女人还是一个小混混居然也能嫁土豪。？？究竟是这个土豪的门槛太低了，还是女的家庭太富了。？？
toxic,妹子的标签是讨厌直男癌。。。自己却一语道出自己就是个直男癌
non-toxic,为黑人问号表情包点赞
non-toxic,搞笑了，学习时间长和学习效率有关？有些人不需要这么长时间的学习甚至达到远比这好的效果。同一个班每个人的效率还不一样呢。你自己比不过就不要说全江苏的，反正我大学四年裸成绩排在前三的全是江苏的。当然，考研与我利益无关因为我成绩排名够了直接保研～
non-toxic,想下美国立刻happy了。看下伟大祖国就郁闷了。但是感觉东边还是好很多，避开唯一的黑人区和越南区
non-toxic,发达国家不需要生孩子啊！这才是主要原因。外国那么多外国呢！印度人马上要比中国人多了哎！
toxic,你是满族的？说句满语听听。
toxic,估计这个女的卖的东西也是用这种方法骗来的吧。这就属于诈骗啊，你当初为什么不报警啊，就算报警没有用，也得搅和搅和她。
non-toxic,17年数据，温州农村人均可支配收入25154元，浙8，全国16。鲁1的青岛19384元。农村绝对好于大部分山东城市。而且我说的是浙江和山东。不局限于温州一地来比较。山东农村当然是不错的。但说秒杀浙江，有点言过其实
non-toxic,建议楼主有时间找家新疆馆子尝尝
non-toxic,UCSB非常漂亮。村的话，其实还好，各种配套都有，就是中餐馆少。还有就是中国人和亚裔都远少于uc其他学校
toxic,我觉得这个问题的问法让我不太舒服，但看到题主的简介没恶意才松了一口气，自信点，什么叫有哪些好的方面，有什么的值得拿出来说说的不好方面吗？我到现在都不太理解，为什么会有人黑东北，招你惹你了？东北欠你的啊？整天在网上哔哔
toxic,作为河南人远嫁的我，天天面对周围许许多多的虚伪与冷嘲热讽，经常想念家乡人的纯朴，直率！
non-toxic,分手吧，你不配做别人女朋友
non-toxic,女权在中国很难推行的，真正意义上的女权，很多女性根本不接受，所以才会有田园女权的出现。几乎完全平等的国家可以参照冰岛，但是我感觉很多人接受不了的[思考]
non-toxic,今天，我们都是印度人。
non-toxic,盒子是女孩交往十年的非洲炮友帮着打开的，黑人兄弟笑嘻嘻的说:那港怂too young，我们早就有艾滋抗体了。
toxic,婊子配狗天长地久！你该跪着初恋不娶之恩。这种男人和这种朋友，要他们何用！当初你可能是恶心，现在过了那么久，反过来看，你该庆幸，命中没有这一劫！
non-toxic,可能你是小仙女
non-toxic,如果大陆一意孤行要进攻台湾，那么他们就会放出终极大招，把靠近大陆一侧的土地挖掘并运送到远离大陆的一侧，从而达到将永不沉没的航母驶离大陆的效果。 他们相信，只要挖的足够快，大陆的军队一定追不上！
non-toxic,想象在夏天工作日上午8点钟，在广州地铁的三号线，一个白人/黑人站在你的身边，举起手臂抓着扶手，窒息
toxic,"""我寻思White,House这名字就挺恶心人的，建议改成Trump,Square。,从现在开始，这个地方叫做特朗普广场。,更新一下两个petition的最新结果：,大多数人还是觉得不给黑人特权就开除教授这种事，"""
toxic,对河南人的歧视和攻击很大一部分源于广东（这里无意互相攻击），现在广东也成了地域黑的目标，唉，怎么说呢。
non-toxic,我每周都去福利院做义工，发现欧洲的福利院里好多黑人小孩儿，特别可爱
toxic,其实想羞辱女人太容易了，她要不要彩礼你都可以骂她贱，要彩礼可以骂她把自己当货，不要彩礼可以说她比货都贱，对比一下女人觉得ok那我要钱
non-toxic,阁下说的这不叫分裂，这叫多元化，任何一个有规模有底蕴的城市都会这样。我们可以拿广州举例，你可以说广州有说粤语的本地人，也有说普通话的外地人，甚至还有很多黑人，你能说广州分裂么？我看到的是一个多元化和充满包容的城市。
toxic,偷东西这件事另说。爱装逼得东北人倒是蛮多的。这种偷东西也就算了。被抓到看人家年纪少欺负人家？
non-toxic,贵阳10000多了。
toxic,不然要怎么样，像喷子思维一样，去骂娘，去黑人有什么用，如果能让比赛重来，能让卡哇伊不受伤，那好。我会去骂人的
toxic,黑人掏枪打死中国人，被警察逮捕，然后全美游行暴乱抗议警察种族歧视，国内媒体大肆宣传
non-toxic,你是不是骑行过青海湖？
toxic,既然女性这么重要为什么你国如此厌女？
non-toxic,反正像我家这种贫困小县城方言是不会消失的，说普通话才是异类。坐标山西某县城
toxic,虽然我觉得歧视这个东西在诸如台大学生等群体中间算比较少的，但我同意你说的台湾人其实很传统这句话。是真的传统，大男子主义也挺重的。
non-toxic,博尔特这张可以做表情包了 黑人兄弟面部就是灵活
non-toxic,是啊。 朋友，醒醒，重男轻女时代过去了。
toxic,自己都是江西的还搞地域黑？？碰到几个就直接说江西人不行，你这个搞得我好气愤，我身边也没你说的这种人
non-toxic,可是我觉得齐豫姐姐这个样子真的很好看。我还喜欢她的裙子，仙女一样
non-toxic,答主是贵州的？我也是贵州的，一看到这个洋芋我就想到了。|ω･) ̑̑༉
non-toxic,曹保平的御用演员，追凶者也里也有，好像是云南话剧团的副团长。
non-toxic,女孩不需要自己打拼吗？你这也算是重女轻男了吧
toxic,当今女权舆论把女性做家庭主妇当成“压迫女性”，反过来说男性做家庭主夫是“解放男性”，这双标就有点恶心了。看了很多回答，女权说的，
non-toxic,是啊 上次去 日本玩 一个印度人店家很高兴的带我们走了几百米去其他的餐馆 日本的小姐姐 也很热心的带我去地铁
non-toxic,首先，那些成天埋怨现在女性不乐意生孩子，害怕自己没孩子传宗接代的男性他们的基因到底是有多好，家底是有多丰厚。
toxic,交界。”我来自南京。“回。”冬天冷死了吧？夏天热死了吧？“
non-toxic,呵，说的都是你们四川的东西，我们有必要去关注吗？倒是绵阳地震稍微关注些
non-toxic,这么多肌肉找男朋友应该很容易
non-toxic,广东人，吃上海人做的瓜汤，感觉好油腻啊我的天简直不能忍，私以为瓜汤这种东西就是要清淡往死里清淡才好喝啊
toxic,留在美国，等着被歧视吧。亚裔在美国的处境是啥样的大家都晓得
toxic,这种傻X还是不少的。曾经请一个四川的朋友吃昆明的小吃，吃的时候就各种打击云南人做的东西太难吃了，比四川的差远了 还不如她自己做的，哥吃了一半实在受不了了，站起来就要走，她才起来拉我道歉。美其名曰直爽，我看来就是情商低，没素质
non-toxic,同河南考生，在河南上了一个普通一本[大哭]，想要考研去个名校，但有时候就觉得好慌，毕竟本科起点不高，尤其是自己也没获得过啥大奖[大哭]
toxic,非洲3，黑人毛多，都是一坨一坨的长在一起。恶心啊。
toxic,男性会受到诸多道德绑架。
non-toxic,我在上海，这里是中国男女平等做的最好的城市，重男轻女依然处处存在，今天就有人告诉我生女儿轻松，不用卖房子
toxic,女的流氓也很多
non-toxic,日俄战争在中国土地上开打，结果日本赢了，中国人兴奋的说这是黄种人的胜利。
non-toxic,1990北京亚运会，播放的是《梅花》2010广州亚运会，播放的是《阿里山的姑娘》
toxic,广东的负面新闻绝不比河南少
non-toxic,我觉得挺好看的啊，萌萌的男孩子穿的萌萌的风格了。有自己的感觉挺好的
non-toxic,黄种人的智商是最高的哦
non-toxic,别的回答都是父母偏心弟弟，一想到中国重男轻女的家庭大有人在，那我没问题了
toxic,网络上也是歧视和反对同性恋的居多，你可以看看网易评论。别说同性恋了，黑人，难民，穆斯林，都是被歧视对象
non-toxic,精子是一些类似鼻涕的东西，那玩意叫精液，建议那位老姐去找个男朋友_(:з」∠)_。
toxic,一般还做点买卖毒品的小生意。一般境外邮寄毒品收货地址都是北京黑人聚集小区，收货人都是一个中国姑娘。。。
non-toxic,嗯呐，东北话，村子的意思。。。其实就是挺破的一郊区
non-toxic,湖南湖北江苏浙江河北，前五。然后江西安徽山东第二梯队。经常被吹的某省实际上排不上号，周围六个邻居里只能跟山西勉强一战。 我说的不是估计或分析，我说的是04年以前全国统一命题统一阅卷的时候，各省重点线。
toxic,楼上，黄种人比黑种人高贵，谁的定论？ 比黑种人高贵，你有点儿沾沾自喜吗？ 比白种人怎样呢？低贱？同样高贵？ 我怎么从你的沾沾自喜里看到了奴性和自卑呢？你比曼德拉高贵？
toxic,出房出车出天价彩礼请个小仙女回家供着，要求享尽所有女性特权也就忍了，完事贬低中国男人配不上中国女人。号_召男人们从传统婚姻观念中解放出来，别当婚姻供养者，去责任化，学习欧美性_解放，提裤子就跑，
toxic,黎民指的是九黎之民。蚩尤战败后，九黎之民成了战俘，地位低下，后泛指下贱之人。美国人是蚩尤的后代？还是你想说黑人下贱？和美国一样搞种族歧视？
non-toxic,作为一个过来人说，学UI设计选择培训机构之前，先要了解当前自身情况！
toxic,这男的和女的都不清不楚男的渣女的婊看得真气
non-toxic,态度一样的情况下，我当然对黄种人最亲切。
non-toxic,可能大家觉得黄种人的丧尸剧挺新鲜[捂脸]
toxic,这回答真是里外不是人。 上海男人说你歧视，当最后一段人家看不懂？ 其他全国各地男性都是低种姓？高种姓不要的才轮到我？又歧视了一大波，额
non-toxic,想要温柔贤惠的老婆都有罪了？
toxic,我看见了另一篇了，那么当时重庆警察回复的“女教师抑郁并受到人肉搜索威胁”系谣言，警察是没有提到吗？警察说的谣言难道是假的？编辑是说警察说谎了？
